"methods","samples.logP","samples.logN0","samples.log_sigma_d","samples.log_sigma_p","samples.log_tau","samples.log_delta"
"Curve matching",3.28713428974565,5.33275616783397,-0.529375480150258,-1.96174678778425,1.95861654232054,-1.03923579847045
"Curve matching",3.29652549986835,5.52626312869549,-2.10607251321551,-3.10902243278532,1.91366262503318,-1.07319400836351
"Curve matching",3.29652549986835,5.52626312869549,-2.10607251321551,-3.10902243278532,1.91366262503318,-1.07319400836351
"Curve matching",3.305838294225,5.12943275018004,-3.09708396778942,-1.78089910155476,1.89266674216404,-1.08634482999424
"Curve matching",3.305838294225,5.12943275018004,-3.09708396778942,-1.78089910155476,1.89266674216404,-1.08634482999424
"Curve matching",3.35242182282635,5.18676129520176,-2.05580720852345,-1.44942270016665,1.93368166585261,-0.998976771930319
"Curve matching",3.29187054951592,5.33412934047973,-1.23993800728416,-0.740621291320692,1.97085967136951,-1.00687999626994
"Curve matching",3.50559394018735,5.24034620262688,-2.33645932246862,-1.57798343884665,1.87581398032205,-1.06952343479812
"Curve matching",3.26114893839251,5.21686931566132,-2.94213958120514,-2.14372713325748,1.89960812133654,-1.07972774031522
"Curve matching",3.55605558783247,5.22099838507328,-2.57138679549589,-2.58539432754709,2.05668865923914,-0.685990523726088
"Curve matching",3.30024517250221,5.46013996731129,-2.60065064295568,-2.18563997557417,2.00734571668832,-1.07216399557385
"Curve matching",3.79101131891505,5.10674630440207,-2.14221542404894,-3.20230481531008,2.07097199684573,-0.635023683403754
"Curve matching",3.70737364959363,5.16470769293746,-1.54374533605973,-0.968651926984421,1.89894632740775,-0.915869422233448
"Curve matching",3.70737364959363,5.16470769293746,-1.54374533605973,-0.968651926984421,1.89894632740775,-0.915869422233448
"Curve matching",2.85967834926184,5.70831048085537,-2.78897893938352,-1.95850438691952,1.96373647080324,-1.10553716508785
"Curve matching",2.46837227394556,6.01978469205258,-1.80160409996716,-3.28888673325417,2.03970456102195,-0.885130771266432
"Curve matching",2.83031411929735,5.68594158730886,-2.62330992971079,-2.54699494751133,2.01733800227512,-0.875539498680765
"Curve matching",3.26270308299458,5.50326016130831,-1.37112039314011,-2.59372117769934,1.99370104426728,-1.05025831326481
"Curve matching",3.04235320257262,5.62017093703123,-1.16733850234493,0.0532419482442581,1.90459617060326,-1.01827286314734
"Curve matching",3.09317470670956,5.56239208658656,-1.4960514142053,0.0563068519704069,1.91030360744158,-1.04340648473145
"Curve matching",3.09317470670956,5.56239208658656,-1.4960514142053,0.0563068519704069,1.91030360744158,-1.04340648473145
"Curve matching",3.09317470670956,5.56239208658656,-1.4960514142053,0.0563068519704069,1.91030360744158,-1.04340648473145
"Curve matching",3.78707155656367,5.09911440490259,-1.09076955275497,-0.377693729363442,1.76187258064298,-1.2860119464648
"Curve matching",3.65414981927959,5.39628765144538,-1.1245233763673,-1.39768338959293,1.79550482523668,-1.43375634008634
"Curve matching",3.95067320108752,5.03729460312591,-1.68981140654718,-1.04282862445793,1.84135585858587,-1.21208992583921
"Curve matching",3.20969857002302,5.47167938714264,-1.90259769375613,-0.438679365566406,1.91796651118617,-1.00481132247755
"Curve matching",3.48641607736231,5.10747624712625,-1.12451832199309,-1.21438976496195,1.96907732323715,-1.00811128846128
"Curve matching",2.77238305588116,5.6197618596446,-1.1916232826102,-1.41695079276792,1.87245480333043,-1.19216571694704
"Curve matching",2.59840251549756,5.74197056129155,-1.61134957605629,-0.31228877598392,1.87661922706719,-1.15418393775628
"Curve matching",3.09317470670956,5.56239208658656,-1.4960514142053,0.0563068519704069,1.91030360744158,-1.04340648473145
"Curve matching",3.09317470670956,5.56239208658656,-1.4960514142053,0.0563068519704069,1.91030360744158,-1.04340648473145
"Curve matching",3.09317470670956,5.56239208658656,-1.4960514142053,0.0563068519704069,1.91030360744158,-1.04340648473145
"Curve matching",2.87466600141867,5.61649415754744,-1.5043430633323,-0.775876201198957,1.90197765263707,-1.08048814260184
"Curve matching",3.09317470670956,5.56239208658656,-1.4960514142053,0.0563068519704069,1.91030360744158,-1.04340648473145
"Curve matching",3.25361261070477,5.39153464648529,-1.29723609219882,-0.363336101357149,1.87774592798296,-1.03262811557809
"Curve matching",2.54923163824471,5.79344504091315,-1.30094779102441,-0.680536890393124,2.02118867894277,-0.846959070634074
"Curve matching",2.84100755626453,5.63159181207385,-0.857815782508646,-0.924853156621162,2.01305042539135,-1.17378150834956
"Curve matching",2.84100755626453,5.63159181207385,-0.857815782508646,-0.924853156621162,2.01305042539135,-1.17378150834956
"Curve matching",2.96482425797188,5.43870370468939,-0.393504413611249,-1.16207685614733,1.89002712344723,-1.24541252407733
"Curve matching",2.96482425797188,5.43870370468939,-0.393504413611249,-1.16207685614733,1.89002712344723,-1.24541252407733
"Curve matching",3.43633433607415,5.16889499550288,-0.569509999374573,-0.563267942709099,2.00664782456308,-1.00777704304004
"Curve matching",2.66567836181944,5.8464204267781,-0.428289098251128,-1.10137523165823,2.01193800497221,-1.24934346314818
"Curve matching",2.84100755626453,5.63159181207385,-0.857815782508646,-0.924853156621162,2.01305042539135,-1.17378150834956
"Curve matching",2.84100755626453,5.63159181207385,-0.857815782508646,-0.924853156621162,2.01305042539135,-1.17378150834956
"Curve matching",2.84100755626453,5.63159181207385,-0.857815782508646,-0.924853156621162,2.01305042539135,-1.17378150834956
"Curve matching",2.84100755626453,5.63159181207385,-0.857815782508646,-0.924853156621162,2.01305042539135,-1.17378150834956
"Curve matching",2.84100755626453,5.63159181207385,-0.857815782508646,-0.924853156621162,2.01305042539135,-1.17378150834956
"Curve matching",2.47963940101667,6.08637987726967,-2.77420452661676,-1.11523026483146,1.87627559772546,-1.29576017862298
"Curve matching",2.53298100135046,5.93489794847063,-1.08213040112852,-1.45157883024648,1.97196722841057,-1.23751451598605
"Curve matching",2.49508622813577,5.99700712916203,-1.34835064064084,-0.956780758661625,1.89510839315381,-1.29279055863175
"Curve matching",2.49508622813577,5.99700712916203,-1.34835064064084,-0.956780758661625,1.89510839315381,-1.29279055863175
"Curve matching",2.78881001577875,5.78124270978522,-1.2801071581624,-1.68645186778266,2.12705984221451,-0.799152746340832
"Curve matching",2.78881001577875,5.78124270978522,-1.2801071581624,-1.68645186778266,2.12705984221451,-0.799152746340832
"Curve matching",2.32104056989365,6.27195622200163,-0.79966360820694,0.0499998062524326,2.1181087784943,-0.846327965343257
"Curve matching",2.59771191423717,6.13700491408,-1.01456927973144,-0.505321669746435,2.09267451901527,-0.779485189540878
"Curve matching",2.79030525691478,6.20561868617208,-1.42865711538628,-0.598645196119754,2.10354457981294,-0.756497216585575
"Curve matching",2.9966797792705,5.53361646191212,-1.85102059733972,-1.40841818188028,2.01777151590762,-0.794558040074913
"Curve matching",2.9966797792705,5.53361646191212,-1.85102059733972,-1.40841818188028,2.01777151590762,-0.794558040074913
"Curve matching",3.24303214493588,5.47463364485195,-0.921127616416438,-0.492879413213209,1.87933361420914,-0.986572837585879
"Curve matching",3.24303214493588,5.47463364485195,-0.921127616416438,-0.492879413213209,1.87933361420914,-0.986572837585879
"Curve matching",3.38783979913633,5.27365517689355,-2.84127576094779,-1.76863104746775,2.06403228262439,-0.74307336875155
"Curve matching",3.38783979913633,5.27365517689355,-2.84127576094779,-1.76863104746775,2.06403228262439,-0.74307336875155
"Curve matching",3.8365788538778,5.03977980337873,-1.64777273165231,-0.620076033787861,1.87999077972529,-1.02319640895975
"Curve matching",3.8365788538778,5.03977980337873,-1.64777273165231,-0.620076033787861,1.87999077972529,-1.02319640895975
"Curve matching",3.8365788538778,5.03977980337873,-1.64777273165231,-0.620076033787861,1.87999077972529,-1.02319640895975
"Curve matching",3.8365788538778,5.03977980337873,-1.64777273165231,-0.620076033787861,1.87999077972529,-1.02319640895975
"Curve matching",3.8365788538778,5.03977980337873,-1.64777273165231,-0.620076033787861,1.87999077972529,-1.02319640895975
"Curve matching",3.86752767608185,5.36900951292266,-0.734222662266001,-0.783522271553185,2.01711511003946,-0.47916318087568
"Curve matching",3.86752767608185,5.36900951292266,-0.734222662266001,-0.783522271553185,2.01711511003946,-0.47916318087568
"Curve matching",3.05553641967867,5.72280760455942,-1.58251185652195,-1.56907013869093,2.09624855675634,-0.84787040235088
"Curve matching",3.26843044325572,5.43759118262723,-1.01139175857398,-1.33042575832252,2.06327845351868,-0.825614690364365
"Curve matching",3.26843044325572,5.43759118262723,-1.01139175857398,-1.33042575832252,2.06327845351868,-0.825614690364365
"Curve matching",3.26843044325572,5.43759118262723,-1.01139175857398,-1.33042575832252,2.06327845351868,-0.825614690364365
"Curve matching",3.26843044325572,5.43759118262723,-1.01139175857398,-1.33042575832252,2.06327845351868,-0.825614690364365
"Curve matching",3.46089583765024,5.38879216933273,-0.687878713621675,-0.520699272301204,2.04496075833103,-0.809690102609597
"Curve matching",3.36477780450008,5.32145027804858,-0.965977549365681,-1.73680556141448,2.10592338160886,-0.691986174112645
"Curve matching",3.44538734038462,5.2018505797422,-0.908712115888412,-1.18915272080708,1.955420045386,-1.00055685423481
"Curve matching",3.44538734038462,5.2018505797422,-0.908712115888412,-1.18915272080708,1.955420045386,-1.00055685423481
"Curve matching",3.26843044325572,5.43759118262723,-1.01139175857398,-1.33042575832252,2.06327845351868,-0.825614690364365
"Curve matching",3.26843044325572,5.43759118262723,-1.01139175857398,-1.33042575832252,2.06327845351868,-0.825614690364365
"Curve matching",2.77569212664389,5.59216057161991,-0.378936296585154,-2.01920144039784,2.08267024575658,-0.954922967175861
"Curve matching",2.77569212664389,5.59216057161991,-0.378936296585154,-2.01920144039784,2.08267024575658,-0.954922967175861
"Curve matching",2.77569212664389,5.59216057161991,-0.378936296585154,-2.01920144039784,2.08267024575658,-0.954922967175861
"Curve matching",2.77569212664389,5.59216057161991,-0.378936296585154,-2.01920144039784,2.08267024575658,-0.954922967175861
"Curve matching",3.26843044325572,5.43759118262723,-1.01139175857398,-1.33042575832252,2.06327845351868,-0.825614690364365
"Curve matching",3.26843044325572,5.43759118262723,-1.01139175857398,-1.33042575832252,2.06327845351868,-0.825614690364365
"Curve matching",3.16150060800951,5.49120538638932,-0.928816053972732,-0.635875621826409,1.94912958518906,-1.01509873300558
"Curve matching",3.26843044325572,5.43759118262723,-1.01139175857398,-1.33042575832252,2.06327845351868,-0.825614690364365
"Curve matching",3.26843044325572,5.43759118262723,-1.01139175857398,-1.33042575832252,2.06327845351868,-0.825614690364365
"Curve matching",2.771076812078,5.93001566449913,-1.35743010461508,-0.998163744738812,1.9806974344831,-1.20861631414012
"Curve matching",3.10615547818527,5.59586496142217,-1.75850789662725,-1.31304658835958,2.10016120365282,-0.72882848766358
"Curve matching",3.79243857243841,5.23643909751972,-1.9219248332991,-1.71084293531887,1.80348058069713,-1.27881551242268
"Curve matching",3.79243857243841,5.23643909751972,-1.9219248332991,-1.71084293531887,1.80348058069713,-1.27881551242268
"Curve matching",2.771076812078,5.93001566449913,-1.35743010461508,-0.998163744738812,1.9806974344831,-1.20861631414012
"Curve matching",2.771076812078,5.93001566449913,-1.35743010461508,-0.998163744738812,1.9806974344831,-1.20861631414012
"Curve matching",2.771076812078,5.93001566449913,-1.35743010461508,-0.998163744738812,1.9806974344831,-1.20861631414012
"Curve matching",2.49793802751806,5.93414363554287,-1.07866096306688,-1.23818731026749,1.99618181144185,-1.29395214541638
"Curve matching",2.87417896269137,5.70282829736714,-1.78610683200774,-0.656974212993736,1.99523675987159,-1.21647502679304
"Curve matching",3.07176554686256,5.4483414773508,-1.36217514467139,-0.450122845568937,1.99862620394656,-1.11876152892723
"Curve matching",2.7957142266683,5.7588626368111,-1.43377106530388,-0.326136717248505,2.00518557767809,-1.15778998629679
"Curve matching",3.28266542468958,5.33924360796043,-1.16585847851418,-0.985146686148371,1.92985828635827,-1.1280959291413
"Curve matching",3.28266542468958,5.33924360796043,-1.16585847851418,-0.985146686148371,1.92985828635827,-1.1280959291413
"Curve matching",2.96285550320008,5.80232393835621,-1.37079353753918,-0.682351334381236,2.03352183105981,-0.760353507554653
"Curve matching",2.96285550320008,5.80232393835621,-1.37079353753918,-0.682351334381236,2.03352183105981,-0.760353507554653
"Curve matching",3.65654302048438,5.25063245869807,-1.62566377167159,-0.357042909437423,1.87577997082917,-0.90436376020303
"Curve matching",3.65654302048438,5.25063245869807,-1.62566377167159,-0.357042909437423,1.87577997082917,-0.90436376020303
"Curve matching",3.92067117227803,5.30624823451882,-2.32824768147341,-1.99763782699878,1.86270688972149,-1.24375923245275
"Curve matching",3.92067117227803,5.30624823451882,-2.32824768147341,-1.99763782699878,1.86270688972149,-1.24375923245275
"Curve matching",2.93455694466526,5.7858862085553,-0.735247376644344,-0.666550221824956,2.06154035444449,-0.659921396618889
"Curve matching",2.93455694466526,5.7858862085553,-0.735247376644344,-0.666550221824956,2.06154035444449,-0.659921396618889
"Curve matching",2.93455694466526,5.7858862085553,-0.735247376644344,-0.666550221824956,2.06154035444449,-0.659921396618889
"Curve matching",3.22287649062115,5.3707695874287,-1.45870590563261,-1.07873030639171,1.78417988366812,-1.49260969359616
"Curve matching",3.22287649062115,5.3707695874287,-1.45870590563261,-1.07873030639171,1.78417988366812,-1.49260969359616
"Curve matching",3.22287649062115,5.3707695874287,-1.45870590563261,-1.07873030639171,1.78417988366812,-1.49260969359616
"Curve matching",3.22287649062115,5.3707695874287,-1.45870590563261,-1.07873030639171,1.78417988366812,-1.49260969359616
"Curve matching",3.3362276287301,5.6862871821292,-1.19454515671981,-1.34741764880677,1.84401820318354,-1.42009920694839
"Curve matching",3.3362276287301,5.6862871821292,-1.19454515671981,-1.34741764880677,1.84401820318354,-1.42009920694839
"Curve matching",3.3362276287301,5.6862871821292,-1.19454515671981,-1.34741764880677,1.84401820318354,-1.42009920694839
"Curve matching",2.93085184753682,5.82180219958686,-0.751364488798601,-1.70493486941187,2.00062603722748,-1.17296711841512
"Curve matching",3.6163657075717,5.5132472863627,-1.399878006087,-1.35599909890101,1.8030040895421,-1.34955687253718
"Curve matching",3.3362276287301,5.6862871821292,-1.19454515671981,-1.34741764880677,1.84401820318354,-1.42009920694839
"Curve matching",3.3362276287301,5.6862871821292,-1.19454515671981,-1.34741764880677,1.84401820318354,-1.42009920694839
"Curve matching",4.89771142908436,4.65061066459313,-0.827364312768172,-1.22856259301303,1.56871366965003,-1.36955136603073
"Curve matching",4.89771142908436,4.65061066459313,-0.827364312768172,-1.22856259301303,1.56871366965003,-1.36955136603073
"Curve matching",3.22369677156487,5.46419519075766,-0.401416829810034,-1.68221281695522,2.04609004719506,-0.774129637213826
"Curve matching",3.42135246388497,5.38883387282853,-0.912931764780985,-2.25093689820932,1.86849106808397,-1.42151415327639
"Curve matching",3.22369677156487,5.46419519075766,-0.401416829810034,-1.68221281695522,2.04609004719506,-0.774129637213826
"Curve matching",3.22369677156487,5.46419519075766,-0.401416829810034,-1.68221281695522,2.04609004719506,-0.774129637213826
"Curve matching",3.22369677156487,5.46419519075766,-0.401416829810034,-1.68221281695522,2.04609004719506,-0.774129637213826
"Curve matching",3.22369677156487,5.46419519075766,-0.401416829810034,-1.68221281695522,2.04609004719506,-0.774129637213826
"Curve matching",3.22369677156487,5.46419519075766,-0.401416829810034,-1.68221281695522,2.04609004719506,-0.774129637213826
"Curve matching",4.15471865508245,5.14007972899673,-1.41056807572367,-0.89168422404877,1.75925518989114,-1.33753230329695
"Curve matching",4.15471865508245,5.14007972899673,-1.41056807572367,-0.89168422404877,1.75925518989114,-1.33753230329695
"Curve matching",2.91288611801675,5.72727220419204,-2.32778076121742,-1.18607736695217,1.94160742597777,-1.15321941981741
"Curve matching",2.8462043872515,5.85355626097543,-2.54195503821895,-1.00618908898216,1.92883739553399,-1.1022670076373
"Curve matching",2.91288611801675,5.72727220419204,-2.32778076121742,-1.18607736695217,1.94160742597777,-1.15321941981741
"Curve matching",3.05740429740185,5.58321200833266,-2.12254023666797,-1.30293149651927,1.98812317423463,-1.07731907056483
"Curve matching",2.9844564523791,5.53006246518114,-1.5501825474089,-1.31420771147623,1.97531984593354,-1.10643474896351
"Curve matching",3.27947384290511,5.31063108715879,-1.3189651183345,-2.05656322875425,1.98027826934248,-1.03287361375366
"Curve matching",2.73702211637828,5.85637935961925,-0.701301422257828,-1.71743511103808,2.07838050098485,-0.82528044912262
"Curve matching",2.73702211637828,5.85637935961925,-0.701301422257828,-1.71743511103808,2.07838050098485,-0.82528044912262
"Curve matching",2.73702211637828,5.85637935961925,-0.701301422257828,-1.71743511103808,2.07838050098485,-0.82528044912262
"Curve matching",2.73702211637828,5.85637935961925,-0.701301422257828,-1.71743511103808,2.07838050098485,-0.82528044912262
"Curve matching",2.73702211637828,5.85637935961925,-0.701301422257828,-1.71743511103808,2.07838050098485,-0.82528044912262
"Curve matching",2.77958778667578,5.83292698401566,-0.0626921538339964,-3.33019541408887,1.99900280512938,-1.19730377455586
"Curve matching",2.49935992634959,5.94052131367999,-0.633154478608241,-1.73176583302845,1.96114846420193,-1.37138517217077
"Curve matching",2.77958778667578,5.83292698401566,-0.0626921538339964,-3.33019541408887,1.99900280512938,-1.19730377455586
"Curve matching",2.77958778667578,5.83292698401566,-0.0626921538339964,-3.33019541408887,1.99900280512938,-1.19730377455586
"Curve matching",2.95161385317352,5.66418213095518,-0.807115410891806,-2.08402833297143,2.00074051918496,-1.18272930141544
"Curve matching",3.15681691384685,5.55641497488743,-0.526218676477346,-0.832036057189388,1.99953974048635,-0.978665923656066
"Curve matching",2.77958778667578,5.83292698401566,-0.0626921538339964,-3.33019541408887,1.99900280512938,-1.19730377455586
"Curve matching",3.528533630344,5.01901719145727,-0.461693444098175,-1.60140448245844,1.92765296829483,-0.989508730371416
"Curve matching",3.68914784896424,4.97182723671715,-0.96370174167551,-2.12531198350721,1.77459382977908,-1.22376794489481
"Curve matching",3.64761197620516,5.32840754809263,-0.783283174151642,-0.427369663109056,1.77279319717478,-1.22135050821739
"Curve matching",3.64761197620516,5.32840754809263,-0.783283174151642,-0.427369663109056,1.77279319717478,-1.22135050821739
"Curve matching",3.67569230480737,5.32589783431051,-0.970497904951481,-2.21463229523794,1.80819713771719,-1.29179715325667
"Curve matching",3.72751030738883,5.19393259724405,-1.46666533551686,-2.23911870367507,1.72182254901168,-1.26630274512693
"Curve matching",3.67569230480737,5.32589783431051,-0.970497904951481,-2.21463229523794,1.80819713771719,-1.29179715325667
"Curve matching",3.67569230480737,5.32589783431051,-0.970497904951481,-2.21463229523794,1.80819713771719,-1.29179715325667
"Curve matching",3.60315522692739,5.41355500498093,-0.774314000966042,-1.73461307204767,1.76435623942912,-1.32997087276727
"Curve matching",3.60315522692739,5.41355500498093,-0.774314000966042,-1.73461307204767,1.76435623942912,-1.32997087276727
"Curve matching",3.60315522692739,5.41355500498093,-0.774314000966042,-1.73461307204767,1.76435623942912,-1.32997087276727
"Curve matching",2.9030880982005,5.48949701785342,-1.11876409178854,-1.56799876236688,1.98371286302828,-1.18760425868267
"Curve matching",2.9030880982005,5.48949701785342,-1.11876409178854,-1.56799876236688,1.98371286302828,-1.18760425868267
"Curve matching",2.9030880982005,5.48949701785342,-1.11876409178854,-1.56799876236688,1.98371286302828,-1.18760425868267
"Curve matching",2.9030880982005,5.48949701785342,-1.11876409178854,-1.56799876236688,1.98371286302828,-1.18760425868267
"Curve matching",3.27523147864216,5.42171197235499,-0.595398430684183,-1.32107010352416,1.92355383165943,-1.10030651487761
