"methods","samples.logP","samples.logN0","samples.log_sigma_d","samples.log_sigma_p","samples.log_tau","samples.log_delta"
"MMD",2.86751071584886,5.74354937054416,-1.13205431291539,-0.865885652056021,1.89317618529194,-1.14351398976713
"MMD",2.20769850691766,6.03888095944761,-1.02907682443175,-0.461324176740423,2.26402777004894,-1.52419835838426
"MMD",2.20769850691766,6.03888095944761,-1.02907682443175,-0.461324176740423,2.26402777004894,-1.52419835838426
"MMD",2.63473481092327,5.99589445067728,0.264441733522585,-1.29316176486466,1.98549628558782,-0.899565392219744
"MMD",2.63473481092327,5.99589445067728,0.264441733522585,-1.29316176486466,1.98549628558782,-0.899565392219744
"MMD",2.76528034737429,5.66957510653584,-0.519789087365204,-1.2582937808316,2.13293951721969,-1.29717344210185
"MMD",2.84945948193704,5.65751951275826,-0.801304250322414,-1.59863553454342,1.95298773687951,-1.24664754913276
"MMD",2.84945948193704,5.65751951275826,-0.801304250322414,-1.59863553454342,1.95298773687951,-1.24664754913276
"MMD",2.88662459737522,5.705628733194,-1.42267779886597,-0.886965636289065,1.94696865999368,-1.37839530099167
"MMD",2.84945948193704,5.65751951275826,-0.801304250322414,-1.59863553454342,1.95298773687951,-1.24664754913276
"MMD",3.12554718898957,5.80112800280666,-0.550928236995697,-1.18027451425289,1.44119394290653,-0.728273030858628
"MMD",3.12554718898957,5.80112800280666,-0.550928236995697,-1.18027451425289,1.44119394290653,-0.728273030858628
"MMD",3.12554718898957,5.80112800280666,-0.550928236995697,-1.18027451425289,1.44119394290653,-0.728273030858628
"MMD",2.84945948193704,5.65751951275826,-0.801304250322414,-1.59863553454342,1.95298773687951,-1.24664754913276
"MMD",2.84945948193704,5.65751951275826,-0.801304250322414,-1.59863553454342,1.95298773687951,-1.24664754913276
"MMD",2.79309584452706,5.56472720993072,-0.623815993196514,-1.51274125368287,2.15745751714301,-1.53334220507007
"MMD",2.95429516799954,5.73575563688894,-1.39838560232972,-1.65507489123632,1.72869054222029,-1.00221839804505
"MMD",2.57260462908475,5.81680072685208,-1.60197422625612,-0.834722694820945,2.02182988468209,-1.3956437850026
"MMD",2.84945948193704,5.65751951275826,-0.801304250322414,-1.59863553454342,1.95298773687951,-1.24664754913276
"MMD",2.84945948193704,5.65751951275826,-0.801304250322414,-1.59863553454342,1.95298773687951,-1.24664754913276
"MMD",2.73222816397477,6.03609279336092,-0.49038102228185,-1.21576802404975,1.81864470145759,-0.875516400517944
"MMD",3.2013328351933,5.79436428962198,0.33070533622127,-1.22044914715258,1.55732038092605,-0.671424748359104
"MMD",2.73222816397477,6.03609279336092,-0.49038102228185,-1.21576802404975,1.81864470145759,-0.875516400517944
"MMD",2.50225389608457,6.19998929332745,0.0202120546048531,-0.98077765589186,1.67859817563791,-0.65596843275599
"MMD",3.12301704527756,6.00717934588367,-0.163547383563657,-1.60183391351284,1.3905837092184,-0.454049770502573
"MMD",3.45116502290664,5.51232575796103,-0.50853714306183,-1.11453596949919,1.58705628792685,-1.04095508680481
"MMD",3.01301439513713,5.85339497501411,-1.00134269419094,-0.815213367145319,1.62476642746391,-0.813376752516257
"MMD",3.04811831377543,5.81764888810424,-0.202931908368217,-1.33809406555507,1.59156950786896,-0.816790451796243
"MMD",2.93296623607342,5.809847131431,-1.57965651168675,-0.438518083098595,1.8533459392687,-1.16673689269365
"MMD",2.62449540848484,5.73233948474197,-0.532287150072896,-0.885605304567106,2.1394301874514,-1.63414027375591
"MMD",2.83631806221668,5.58230024137054,-0.835067070218511,-1.27777857223726,2.18124931611215,-1.5240836043855
"MMD",2.83631806221668,5.58230024137054,-0.835067070218511,-1.27777857223726,2.18124931611215,-1.5240836043855
"MMD",2.83631806221668,5.58230024137054,-0.835067070218511,-1.27777857223726,2.18124931611215,-1.5240836043855
"MMD",3.29894998634143,5.61571368292771,-0.329818110737038,-2.79805655533246,1.65970570481985,-0.865934165769309
"MMD",2.8128118593289,5.69046596103087,-0.890618870070248,-1.76259631633822,2.09579441204967,-1.41641919558584
"MMD",3.404113647542,5.58848051083968,-0.662925537797048,-0.944360365464282,1.62606217755091,-0.921856585377401
"MMD",3.74993742432494,5.40349765245398,-0.261141907838757,-1.00345434271132,1.48262225117274,-0.908737240675806
"MMD",3.56205028155786,5.40689389623091,-0.879076276946432,-1.39008950549115,1.78431240261415,-1.3534338752143
"MMD",2.43731411720942,5.9158746519377,-1.01910849964786,-1.32478232044155,2.20655750868892,-1.44533055290142
"MMD",2.43731411720942,5.9158746519377,-1.01910849964786,-1.32478232044155,2.20655750868892,-1.44533055290142
"MMD",2.39708230996084,5.91052590738481,0.0585181264563461,-1.65986518948339,2.19677086598477,-1.20529466711143
"MMD",2.20211315491062,5.8794346092142,-1.44766776439382,-0.752079700218822,2.48181230847912,-1.86737316309568
"MMD",2.43731411720942,5.9158746519377,-1.01910849964786,-1.32478232044155,2.20655750868892,-1.44533055290142
"MMD",3.10124729132643,5.7225525953256,-0.0566578054403222,-1.4640872228914,1.65591610954025,-0.88609455660794
"MMD",3.10124729132643,5.7225525953256,-0.0566578054403222,-1.4640872228914,1.65591610954025,-0.88609455660794
"MMD",3.10124729132643,5.7225525953256,-0.0566578054403222,-1.4640872228914,1.65591610954025,-0.88609455660794
"MMD",3.11394173664486,5.64088888069743,-0.734798877414305,-1.5271306342078,1.74195606935999,-0.940708898197599
"MMD",3.085262554349,5.66418162986711,-0.408920274731581,-1.15886993713502,1.83732277179871,-1.10238248353318
"MMD",3.10124729132643,5.7225525953256,-0.0566578054403222,-1.4640872228914,1.65591610954025,-0.88609455660794
"MMD",3.10124729132643,5.7225525953256,-0.0566578054403222,-1.4640872228914,1.65591610954025,-0.88609455660794
"MMD",3.10124729132643,5.7225525953256,-0.0566578054403222,-1.4640872228914,1.65591610954025,-0.88609455660794
"MMD",3.10124729132643,5.7225525953256,-0.0566578054403222,-1.4640872228914,1.65591610954025,-0.88609455660794
"MMD",3.10124729132643,5.7225525953256,-0.0566578054403222,-1.4640872228914,1.65591610954025,-0.88609455660794
"MMD",3.63676760440764,5.48304963006564,-1.17601780931391,-1.76049181828108,1.49041194916745,-0.729748615425245
"MMD",3.2854861660055,5.67903001251095,-1.14541089330432,-1.60731081424462,1.63521733519149,-0.835081348380555
"MMD",2.98569947374294,5.92954340712213,-1.77349921036663,-1.26560201111412,1.54409226028491,-0.711716279072074
"MMD",2.98569947374294,5.92954340712213,-1.77349921036663,-1.26560201111412,1.54409226028491,-0.711716279072074
"MMD",2.7490810898466,6.11165784217409,-1.63146315235862,-1.22255395106875,1.66500513092689,-0.674446104873943
"MMD",2.84165062510074,5.68396951872066,-0.622592752768206,-1.68029074346638,1.94080824690056,-1.33353632515068
"MMD",2.67020503642641,5.63005812688428,0.625993997083795,-1.06449083445041,2.14900241672301,-1.50310600940046
"MMD",2.82601956712291,5.62768313596858,-0.0814021650515811,-1.19992470459552,1.9696246916446,-1.32828692752667
"MMD",2.8769648377244,5.6277948075525,-0.288795384858318,-1.52973899364252,1.91409143505035,-1.27459061221505
"MMD",2.82601956712291,5.62768313596858,-0.0814021650515811,-1.19992470459552,1.9696246916446,-1.32828692752667
"MMD",3.36068267484665,5.5094958515928,-0.848249133117234,-2.80843585210564,1.71369796784897,-1.38322023204317
"MMD",3.72340529462842,5.47141270570275,-1.83264107617201,-2.574506513688,1.37129198970603,-0.875778710649031
"MMD",3.33671176026668,5.61437760649342,-0.851042948081845,-1.59000046850812,1.65075496442564,-1.13848158942088
"MMD",3.5491799128008,5.61412481591961,-0.876497287966225,-1.84323819700043,1.38847686386317,-0.808162805124882
"MMD",3.29064208098134,5.57796038306151,-1.06962202478392,-1.94275254777946,1.74584877588783,-1.30921444042584
"MMD",3.23793410487335,5.69664497872712,-0.780528654170212,-1.28127914623175,1.60514266403299,-1.00467476434135
"MMD",2.72591006831382,6.04355301487041,-0.0785869507000551,-1.49018939112609,1.5060258262399,-0.796570064170553
"MMD",3.09883334979089,5.86737037611112,-0.204935015464608,-1.48889332959532,1.59761803902482,-0.559685044877901
"MMD",3.07683603932454,5.7911389772935,-0.540822724808173,-1.6308256012687,1.6990077556361,-0.717564554852704
"MMD",3.09883334979089,5.86737037611112,-0.204935015464608,-1.48889332959532,1.59761803902482,-0.559685044877901
"MMD",3.16366179814602,5.97645699472928,-0.493676364334166,-1.80774311262436,1.45188062680712,-0.360703661732654
"MMD",2.81877577899602,6.14806025167228,-0.356128071392682,-1.87287184990924,1.6139643064455,-0.401633719010169
"MMD",2.68386702928045,5.66178338932531,-1.50025097167232,-1.75193662904275,2.23444014831855,-1.73877453752877
"MMD",2.68386702928045,5.66178338932531,-1.50025097167232,-1.75193662904275,2.23444014831855,-1.73877453752877
"MMD",2.68386702928045,5.66178338932531,-1.50025097167232,-1.75193662904275,2.23444014831855,-1.73877453752877
"MMD",2.89418705293227,5.80726019374749,-0.535242947312826,-1.65407056527194,1.83026716219644,-1.20279661467588
"MMD",2.89418705293227,5.80726019374749,-0.535242947312826,-1.65407056527194,1.83026716219644,-1.20279661467588
"MMD",2.53918097927418,5.94677221336849,-0.0910782064896701,-2.17656769887994,1.95551483069508,-1.2309201053251
"MMD",2.95710448024842,5.75606080559554,-0.664370549667781,-2.42654750926164,1.80455445999288,-1.20607251296429
"MMD",2.27541527956176,6.17775137816742,0.509567268957434,-2.15345609465517,2.0339618147462,-0.847857868911466
"MMD",2.67154093576874,5.87322238612357,-1.3559325274095,-1.0294848306144,1.91300905828283,-1.08854483164809
"MMD",2.85422795204433,5.77110960938449,-0.786925880966452,-1.55278307026781,1.8245643186963,-1.02207724422612
"MMD",3.26341903276187,5.80351807718033,-0.722322016968885,-2.0950070185233,1.46226168441212,-0.781824730624156
"MMD",3.16858225376522,5.80999894952447,-0.873915527643536,-1.22658532799989,1.50609012644575,-0.801504048525626
"MMD",3.75721728380948,5.46876742094437,-0.367629334049349,-1.57566564327366,1.29764377887502,-0.852486523729155
"MMD",3.3473661162257,5.6790295637783,-0.498094926441253,-1.23882229255771,1.27619260876697,-0.887217327179765
"MMD",3.3473661162257,5.6790295637783,-0.498094926441253,-1.23882229255771,1.27619260876697,-0.887217327179765
"MMD",3.3473661162257,5.6790295637783,-0.498094926441253,-1.23882229255771,1.27619260876697,-0.887217327179765
"MMD",3.61544366770196,5.54530470800678,-0.559821374655878,-1.68219126189609,1.35304806275325,-0.834624159411935
"MMD",3.3473661162257,5.6790295637783,-0.498094926441253,-1.23882229255771,1.27619260876697,-0.887217327179765
"MMD",3.17818485653036,5.66115077673561,-0.677118041814289,-1.52823957533851,1.86955298817317,-1.18845544286804
"MMD",3.17818485653036,5.66115077673561,-0.677118041814289,-1.52823957533851,1.86955298817317,-1.18845544286804
"MMD",3.17818485653036,5.66115077673561,-0.677118041814289,-1.52823957533851,1.86955298817317,-1.18845544286804
"MMD",3.34029186052931,5.4515421436821,-1.40098931044516,-0.961901608355761,1.90826213402335,-1.45604385389105
"MMD",3.17818485653036,5.66115077673561,-0.677118041814289,-1.52823957533851,1.86955298817317,-1.18845544286804
"MMD",2.78382575739759,5.92513009256565,0.0638184037503177,-1.6725716824004,1.91513041297255,-1.06790810985623
"MMD",3.17818485653036,5.66115077673561,-0.677118041814289,-1.52823957533851,1.86955298817317,-1.18845544286804
"MMD",3.18207307526108,5.60222453662536,-1.30884873803882,-1.64102720526395,1.79955795751988,-1.24809472268072
"MMD",3.17818485653036,5.66115077673561,-0.677118041814289,-1.52823957533851,1.86955298817317,-1.18845544286804
"MMD",3.17818485653036,5.66115077673561,-0.677118041814289,-1.52823957533851,1.86955298817317,-1.18845544286804
"MMD",3.11109771595445,5.73246446104516,-1.43531562462846,-1.2026620903343,1.65037689144081,-0.877815831222668
"MMD",3.21498066665834,5.75294893706113,-0.933825092010372,-1.30989334799581,1.60697402894826,-0.838898807168521
"MMD",3.28526973983684,5.83859197618726,-0.8125858255472,-1.44783188328656,1.48166455320264,-0.593436338981842
"MMD",2.53664518199312,6.00365592192106,-0.240935843774816,-0.834684313925268,2.09689850948268,-1.2841487146966
"MMD",3.21498066665834,5.75294893706113,-0.933825092010372,-1.30989334799581,1.60697402894826,-0.838898807168521
"MMD",3.69856208887059,5.44231956988762,-0.93817238202076,-1.93624673562535,1.38588291852139,-0.815915196533829
"MMD",3.48217426528807,5.55741056377292,-2.23436571139887,-1.56351143341042,1.52883802756573,-1.09674937194425
"MMD",3.37124995349266,5.56401153615952,-0.492727235848535,-2.65711726821271,1.56480548762459,-0.855946790020975
"MMD",3.2246481468658,5.58715224517369,-0.862899137224443,-2.1528105306109,1.79262487697933,-1.08946274409898
"MMD",3.2246481468658,5.58715224517369,-0.862899137224443,-2.1528105306109,1.79262487697933,-1.08946274409898
"MMD",3.00049805762943,5.67978770328359,-0.546229342992828,-2.48096870884695,1.70905904188827,-1.07691776032617
"MMD",3.41525483253966,5.61470282485444,0.11691139384187,-2.4840768071404,1.28358813962068,-0.657114404249558
"MMD",3.41525483253966,5.61470282485444,0.11691139384187,-2.4840768071404,1.28358813962068,-0.657114404249558
"MMD",3.41525483253966,5.61470282485444,0.11691139384187,-2.4840768071404,1.28358813962068,-0.657114404249558
"MMD",2.71869201813093,6.02569181471509,0.0109523670617361,-1.90887360128369,1.57808616670742,-0.845828916333062
"MMD",3.32324935251793,5.49104479171137,-1.61454634397997,-2.1675244810756,1.77200955129303,-1.23894872619301
"MMD",3.14157496994064,5.6112446941405,-1.88539057487398,-1.98064033532064,1.81698809323264,-1.10279385822594
"MMD",2.56439034000014,5.92149679626523,-1.9813047442917,-0.893970585980259,2.07181972874884,-1.20439770058935
"MMD",3.23992578007286,5.56254299039197,-1.14216811199066,-2.1344851677207,1.73241649658805,-1.27716153612945
"MMD",3.23992578007286,5.56254299039197,-1.14216811199066,-2.1344851677207,1.73241649658805,-1.27716153612945
"MMD",3.59095052464013,5.1948117213687,0.269477949817908,-3.07234048279362,1.55559718582761,-1.25177916613745
"MMD",3.59095052464013,5.1948117213687,0.269477949817908,-3.07234048279362,1.55559718582761,-1.25177916613745
"MMD",3.43888417166019,5.24792954892544,0.527070758100984,-2.60380418339766,1.68547719967176,-1.27714763896589
"MMD",3.56256280910121,5.5374951482934,-0.1683461306439,-3.11710934323537,1.31145150114898,-0.707764388553855
"MMD",3.78163572386961,5.51194181436136,-0.309804555118801,-2.76807412502972,0.997406767131257,-0.587546189904515
"MMD",2.53417291592344,5.92985865603872,-0.0117478368353773,-1.47175041942826,1.87498772894953,-1.07195257124049
"MMD",2.38803145904007,5.98837352267946,-0.663395848938504,-1.31989530061078,2.11461746833272,-1.26832806672878
"MMD",2.38803145904007,5.98837352267946,-0.663395848938504,-1.31989530061078,2.11461746833272,-1.26832806672878
"MMD",2.65492307186334,5.75748629359589,0.186974367848537,-1.90209497575534,2.05517358048384,-1.31857108162356
"MMD",2.65492307186334,5.75748629359589,0.186974367848537,-1.90209497575534,2.05517358048384,-1.31857108162356
"MMD",2.58259462026661,5.951220846055,-0.291797094526717,-1.75965329001536,1.97687466388408,-1.18027453485715
"MMD",2.58259462026661,5.951220846055,-0.291797094526717,-1.75965329001536,1.97687466388408,-1.18027453485715
"MMD",2.58259462026661,5.951220846055,-0.291797094526717,-1.75965329001536,1.97687466388408,-1.18027453485715
"MMD",2.3734727844167,6.02321929452065,-1.20094413736778,-1.40597111036677,2.11924633870639,-1.25901386272625
"MMD",2.67749371345745,5.88107505379893,-1.73867910190847,-1.444157387379,1.96348632036897,-1.16505577321831
"MMD",2.9570542631361,5.75547502081485,-1.18869787124585,-1.81140009572356,1.87161055922673,-1.18468804529133
"MMD",2.78710067298434,5.64290890498321,-0.74000115960429,-1.31694678630118,2.22287021411233,-1.53934430855881
"MMD",2.78710067298434,5.64290890498321,-0.74000115960429,-1.31694678630118,2.22287021411233,-1.53934430855881
"MMD",3.24688600292535,5.68359766799856,-1.64460660015616,-1.69376535089818,1.63166701019633,-0.988378649019047
"MMD",3.08921655430499,5.83305428797977,-1.40333449620038,-1.58874849605796,1.56382342261307,-0.843118242845145
"MMD",3.01375862302364,5.74055567930273,-0.496336715979219,-1.97372705068815,1.76117694756167,-0.989848719745667
"MMD",2.9960243954678,5.71695705034055,-1.41695888322159,-1.34589222574519,1.80604294104872,-1.21435147553299
"MMD",3.01375862302364,5.74055567930273,-0.496336715979219,-1.97372705068815,1.76117694756167,-0.989848719745667
"MMD",3.26586872904037,5.65179987900862,-1.90700382943966,-1.49756965695339,1.60542841082708,-1.09339784108734
"MMD",3.0768661573561,5.73964712744213,-2.26869642460381,-1.16112713859055,1.76041351649009,-1.22150573819996
"MMD",3.5892005327652,5.5861846081026,-2.11235689928913,-1.84115050951213,1.29035995448385,-0.809857435311147
"MMD",3.0768661573561,5.73964712744213,-2.26869642460381,-1.16112713859055,1.76041351649009,-1.22150573819996
"MMD",3.0768661573561,5.73964712744213,-2.26869642460381,-1.16112713859055,1.76041351649009,-1.22150573819996
"MMD",2.9595280203104,5.77520574492785,-1.01547426629649,-2.19825495112364,1.80369436966766,-1.09610028889813
"MMD",2.78421011470034,5.8206840232978,-1.29226888929364,-1.32440561891733,1.92556910816997,-1.18424457308656
"MMD",2.80406075996104,5.96193280021445,-1.14522223503548,-1.52926380411598,1.79159803943745,-0.96229183078041
"MMD",2.92910573802558,5.93701267146724,-0.904534829408404,-1.96950736232202,1.63580257089066,-0.665208251917001
"MMD",2.66803202142071,5.79480022771075,-1.2473071474655,-1.6553116450938,2.06663475676177,-1.35282897861994
"MMD",3.20080823824231,5.46417498867393,-0.409095164636292,-2.12166460530528,1.93634593553706,-1.34709884007808
"MMD",3.23144755067123,5.58811536614764,-2.02522821282636,-2.32360756666263,1.85561058850745,-1.25518765234709
"MMD",3.15615948022461,5.59836478326869,-0.911008726316207,-2.08992981248816,1.73674371584118,-1.09877814286983
"MMD",3.01029060448675,5.85087744504697,-1.38078505869395,-0.95870500061448,1.64802165961986,-0.833825995555099
